ipc_subclass,bi_count,bi_psb_count,bi_average_precision,bi_precision@100,bi_precision@200,bi_precision@500,q35_count,q35_psb_count,q35_average_precision,q35_precision@100,q35_precision@200,q35_precision@500,rf_count,rf_psb_count,rf_average_precision,rf_precision@100,rf_precision@200,rf_precision@500,xgb_count,xgb_psb_count,xgb_average_precision,xgb_precision@100,xgb_precision@200,xgb_precision@500,lr_count,lr_psb_count,lr_average_precision,lr_precision@100,lr_precision@200,lr_precision@500,beauty_early_count,beauty_early_psb_count,beauty_early_average_precision,beauty_early_precision@100,beauty_early_precision@200,beauty_early_precision@500
B03B,56,1,0.017857142857142856,0.017857142857142856,0.017857142857142856,0.017857142857142856,56,1,0.047619047619047616,0.017857142857142856,0.017857142857142856,0.017857142857142856,56,1,0.04,0.017857142857142856,0.017857142857142856,0.017857142857142856,56,1,0.027777777777777776,0.017857142857142856,0.017857142857142856,0.017857142857142856,56,1,0.047619047619047616,0.017857142857142856,0.017857142857142856,0.017857142857142856,56,1,0.2,0.017857142857142856,0.017857142857142856,0.017857142857142856
B23H,146,1,0.00684931506849315,0.0,0.00684931506849315,0.00684931506849315,146,1,0.0078125,0.0,0.00684931506849315,0.00684931506849315,146,1,0.007246376811594203,0.0,0.00684931506849315,0.00684931506849315,146,1,0.008547008547008548,0.0,0.00684931506849315,0.00684931506849315,146,1,0.01639344262295082,0.01,0.00684931506849315,0.00684931506849315,146,1,1.0,0.01,0.00684931506849315,0.00684931506849315
B03D,81,1,0.012345679012345678,0.012345679012345678,0.012345679012345678,0.012345679012345678,81,1,0.16666666666666666,0.012345679012345678,0.012345679012345678,0.012345679012345678,81,1,0.05555555555555555,0.012345679012345678,0.012345679012345678,0.012345679012345678,81,1,0.043478260869565216,0.012345679012345678,0.012345679012345678,0.012345679012345678,81,1,0.125,0.012345679012345678,0.012345679012345678,0.012345679012345678,81,1,0.012658227848101266,0.012345679012345678,0.012345679012345678,0.012345679012345678
G09B,277,1,0.0036101083032490976,0.0,0.005,0.0036101083032490976,277,1,0.008620689655172414,0.0,0.005,0.0036101083032490976,277,1,0.0045662100456621,0.0,0.0,0.0036101083032490976,277,1,0.007633587786259542,0.0,0.005,0.0036101083032490976,277,1,0.008403361344537815,0.0,0.005,0.0036101083032490976,277,1,0.00980392156862745,0.01,0.005,0.0036101083032490976
B22F,265,1,0.0037735849056603774,0.0,0.0,0.0037735849056603774,265,1,0.01098901098901099,0.01,0.005,0.0037735849056603774,265,1,0.005917159763313609,0.0,0.005,0.0037735849056603774,265,1,0.015151515151515152,0.01,0.005,0.0037735849056603774,265,1,0.14285714285714285,0.01,0.005,0.0037735849056603774,265,1,0.003816793893129771,0.0,0.005,0.0037735849056603774
C10B,52,1,0.019230769230769232,0.019230769230769232,0.019230769230769232,0.019230769230769232,52,1,1.0,0.019230769230769232,0.019230769230769232,0.019230769230769232,52,1,0.25,0.019230769230769232,0.019230769230769232,0.019230769230769232,52,1,0.5,0.019230769230769232,0.019230769230769232,0.019230769230769232,52,1,1.0,0.019230769230769232,0.019230769230769232,0.019230769230769232,52,1,0.019230769230769232,0.019230769230769232,0.019230769230769232,0.019230769230769232
C10G,487,1,0.002053388090349076,0.01,0.005,0.002053388090349076,487,1,0.012658227848101266,0.01,0.005,0.002053388090349076,487,1,0.013513513513513514,0.01,0.005,0.002053388090349076,487,1,0.3333333333333333,0.01,0.005,0.002053388090349076,487,1,0.003367003367003367,0.0,0.0,0.002053388090349076,487,1,0.008064516129032258,0.01,0.005,0.002053388090349076
C21D,195,1,0.005128205128205128,0.0,0.005128205128205128,0.005128205128205128,195,1,0.009900990099009901,0.0,0.005128205128205128,0.005128205128205128,195,1,0.011904761904761904,0.01,0.005128205128205128,0.005128205128205128,195,1,0.018867924528301886,0.01,0.005128205128205128,0.005128205128205128,195,1,0.034482758620689655,0.01,0.005128205128205128,0.005128205128205128,195,1,0.005128205128205128,0.0,0.005128205128205128,0.005128205128205128
C23F,145,1,0.006896551724137931,0.01,0.006896551724137931,0.006896551724137931,145,1,0.16666666666666666,0.01,0.006896551724137931,0.006896551724137931,145,1,0.015384615384615385,0.01,0.006896551724137931,0.006896551724137931,145,1,0.05,0.01,0.006896551724137931,0.006896551724137931,145,1,0.011627906976744186,0.01,0.006896551724137931,0.006896551724137931,145,1,0.023809523809523808,0.01,0.006896551724137931,0.006896551724137931
C21B,95,1,0.010526315789473684,0.010526315789473684,0.010526315789473684,0.010526315789473684,95,1,1.0,0.010526315789473684,0.010526315789473684,0.010526315789473684,95,1,1.0,0.010526315789473684,0.010526315789473684,0.010526315789473684,95,1,0.3333333333333333,0.010526315789473684,0.010526315789473684,0.010526315789473684,95,1,0.2,0.010526315789473684,0.010526315789473684,0.010526315789473684,95,1,0.010526315789473684,0.010526315789473684,0.010526315789473684,0.010526315789473684
G10D,168,1,0.005952380952380952,0.0,0.005952380952380952,0.005952380952380952,168,1,0.008064516129032258,0.0,0.005952380952380952,0.005952380952380952,168,1,0.013513513513513514,0.01,0.005952380952380952,0.005952380952380952,168,1,0.014492753623188406,0.01,0.005952380952380952,0.005952380952380952,168,1,0.010101010101010102,0.01,0.005952380952380952,0.005952380952380952,168,1,0.005952380952380952,0.0,0.005952380952380952,0.005952380952380952
G21F,115,1,0.008695652173913044,0.01,0.008695652173913044,0.008695652173913044,115,1,0.008849557522123894,0.0,0.008695652173913044,0.008695652173913044,115,1,0.011627906976744186,0.01,0.008695652173913044,0.008695652173913044,115,1,0.012345679012345678,0.01,0.008695652173913044,0.008695652173913044,115,1,0.025,0.01,0.008695652173913044,0.008695652173913044,115,1,0.008695652173913044,0.0,0.008695652173913044,0.008695652173913044
G21K,120,1,0.008333333333333333,0.0,0.008333333333333333,0.008333333333333333,120,1,0.125,0.01,0.008333333333333333,0.008333333333333333,120,1,0.017543859649122806,0.01,0.008333333333333333,0.008333333333333333,120,1,0.03333333333333333,0.01,0.008333333333333333,0.008333333333333333,120,1,0.02857142857142857,0.01,0.008333333333333333,0.008333333333333333,120,1,0.008620689655172414,0.0,0.008333333333333333,0.008333333333333333
H01C,193,1,0.0051813471502590676,0.01,0.0051813471502590676,0.0051813471502590676,193,1,0.005376344086021506,0.0,0.0051813471502590676,0.0051813471502590676,193,1,0.008333333333333333,0.0,0.0051813471502590676,0.0051813471502590676,193,1,0.0078125,0.0,0.0051813471502590676,0.0051813471502590676,193,1,0.019230769230769232,0.01,0.0051813471502590676,0.0051813471502590676,193,1,0.0051813471502590676,0.01,0.0051813471502590676,0.0051813471502590676
H01G,237,1,0.004219409282700422,0.0,0.005,0.004219409282700422,237,1,0.00546448087431694,0.0,0.005,0.004219409282700422,237,1,0.013888888888888888,0.01,0.005,0.004219409282700422,237,1,0.006329113924050633,0.0,0.005,0.004219409282700422,237,1,0.009433962264150943,0.0,0.005,0.004219409282700422,237,1,0.00423728813559322,0.0,0.005,0.004219409282700422
H01K,66,1,0.015151515151515152,0.015151515151515152,0.015151515151515152,0.015151515151515152,66,1,0.07692307692307693,0.015151515151515152,0.015151515151515152,0.015151515151515152,66,1,0.022222222222222223,0.015151515151515152,0.015151515151515152,0.015151515151515152,66,1,0.02631578947368421,0.015151515151515152,0.015151515151515152,0.015151515151515152,66,1,0.08333333333333333,0.015151515151515152,0.015151515151515152,0.015151515151515152,66,1,0.015384615384615385,0.015151515151515152,0.015151515151515152,0.015151515151515152
B25B,482,1,0.002074688796680498,0.0,0.005,0.002074688796680498,482,1,0.017857142857142856,0.01,0.005,0.002074688796680498,482,1,0.01818181818181818,0.01,0.005,0.002074688796680498,482,1,0.013157894736842105,0.01,0.005,0.002074688796680498,482,1,0.004098360655737705,0.0,0.0,0.002074688796680498,482,1,0.002074688796680498,0.0,0.0,0.002074688796680498
B24D,112,1,0.008928571428571428,0.01,0.008928571428571428,0.008928571428571428,112,1,0.010526315789473684,0.01,0.008928571428571428,0.008928571428571428,112,1,0.0125,0.01,0.008928571428571428,0.008928571428571428,112,1,0.017241379310344827,0.01,0.008928571428571428,0.008928571428571428,112,1,0.015151515151515152,0.01,0.008928571428571428,0.008928571428571428,112,1,0.05263157894736842,0.01,0.008928571428571428,0.008928571428571428
B23Q,328,1,0.003048780487804878,0.01,0.005,0.003048780487804878,328,1,0.005128205128205128,0.0,0.005,0.003048780487804878,328,1,0.0037735849056603774,0.0,0.0,0.003048780487804878,328,1,0.004048582995951417,0.0,0.0,0.003048780487804878,328,1,0.125,0.01,0.005,0.003048780487804878,328,1,0.003067484662576687,0.0,0.005,0.003048780487804878
B03C,113,1,0.008849557522123894,0.01,0.008849557522123894,0.008849557522123894,113,1,0.06666666666666667,0.01,0.008849557522123894,0.008849557522123894,113,1,0.020833333333333332,0.01,0.008849557522123894,0.008849557522123894,113,1,0.045454545454545456,0.01,0.008849557522123894,0.008849557522123894,113,1,0.0125,0.01,0.008849557522123894,0.008849557522123894,113,1,0.008849557522123894,0.01,0.008849557522123894,0.008849557522123894
C09D,175,1,0.005714285714285714,0.0,0.005714285714285714,0.005714285714285714,175,1,0.010869565217391304,0.01,0.005714285714285714,0.005714285714285714,175,1,0.013888888888888888,0.01,0.005714285714285714,0.005714285714285714,175,1,0.012345679012345678,0.01,0.005714285714285714,0.005714285714285714,175,1,0.008620689655172414,0.0,0.005714285714285714,0.005714285714285714,175,1,0.005952380952380952,0.0,0.005714285714285714,0.005714285714285714
C03B,439,1,0.002277904328018223,0.0,0.005,0.002277904328018223,439,1,0.14285714285714285,0.01,0.005,0.002277904328018223,439,1,0.125,0.01,0.005,0.002277904328018223,439,1,1.0,0.01,0.005,0.002277904328018223,439,1,0.012987012987012988,0.01,0.005,0.002277904328018223,439,1,0.005780346820809248,0.0,0.005,0.002277904328018223
C01F,77,1,0.012987012987012988,0.012987012987012988,0.012987012987012988,0.012987012987012988,77,1,0.04,0.012987012987012988,0.012987012987012988,0.012987012987012988,77,1,0.021739130434782608,0.012987012987012988,0.012987012987012988,0.012987012987012988,77,1,0.034482758620689655,0.012987012987012988,0.012987012987012988,0.012987012987012988,77,1,0.01694915254237288,0.012987012987012988,0.012987012987012988,0.012987012987012988,77,1,0.012987012987012988,0.012987012987012988,0.012987012987012988,0.012987012987012988
B61D,87,1,0.011494252873563218,0.011494252873563218,0.011494252873563218,0.011494252873563218,87,1,0.02631578947368421,0.011494252873563218,0.011494252873563218,0.011494252873563218,87,1,0.027777777777777776,0.011494252873563218,0.011494252873563218,0.011494252873563218,87,1,0.058823529411764705,0.011494252873563218,0.011494252873563218,0.011494252873563218,87,1,0.016129032258064516,0.011494252873563218,0.011494252873563218,0.011494252873563218,87,1,0.022727272727272728,0.011494252873563218,0.011494252873563218,0.011494252873563218
B62D,837,1,0.0011947431302270011,0.0,0.005,0.002,837,1,0.011235955056179775,0.01,0.005,0.002,837,1,0.008403361344537815,0.0,0.005,0.002,837,1,0.058823529411764705,0.01,0.005,0.002,837,1,0.0017094017094017094,0.0,0.0,0.0,837,1,0.004545454545454545,0.0,0.005,0.002
B60T,588,1,0.0017006802721088435,0.0,0.0,0.002,588,1,0.002849002849002849,0.0,0.0,0.002,588,1,0.003968253968253968,0.0,0.0,0.002,588,1,0.005813953488372093,0.0,0.005,0.002,588,1,0.00684931506849315,0.0,0.005,0.002,588,1,0.05,0.01,0.005,0.002
B60Q,299,1,0.0033444816053511705,0.0,0.005,0.0033444816053511705,299,1,0.02564102564102564,0.01,0.005,0.0033444816053511705,299,1,0.0037735849056603774,0.0,0.0,0.0033444816053511705,299,1,0.010416666666666666,0.01,0.005,0.0033444816053511705,299,1,0.00819672131147541,0.0,0.005,0.0033444816053511705,299,1,0.003367003367003367,0.0,0.0,0.0033444816053511705
A01M,186,1,0.005376344086021506,0.0,0.005376344086021506,0.005376344086021506,186,1,0.016129032258064516,0.01,0.005376344086021506,0.005376344086021506,186,1,0.07692307692307693,0.01,0.005376344086021506,0.005376344086021506,186,1,0.125,0.01,0.005376344086021506,0.005376344086021506,186,1,0.007575757575757576,0.0,0.005376344086021506,0.005376344086021506,186,1,0.005434782608695652,0.0,0.005376344086021506,0.005376344086021506
A21C,57,1,0.017543859649122806,0.017543859649122806,0.017543859649122806,0.017543859649122806,57,1,0.0625,0.017543859649122806,0.017543859649122806,0.017543859649122806,57,1,0.037037037037037035,0.017543859649122806,0.017543859649122806,0.017543859649122806,57,1,0.06666666666666667,0.017543859649122806,0.017543859649122806,0.017543859649122806,57,1,0.022222222222222223,0.017543859649122806,0.017543859649122806,0.017543859649122806,57,1,0.01818181818181818,0.017543859649122806,0.017543859649122806,0.017543859649122806
B60D,95,1,0.010526315789473684,0.010526315789473684,0.010526315789473684,0.010526315789473684,95,1,0.0125,0.010526315789473684,0.010526315789473684,0.010526315789473684,95,1,0.011494252873563218,0.010526315789473684,0.010526315789473684,0.010526315789473684,95,1,0.010869565217391304,0.010526315789473684,0.010526315789473684,0.010526315789473684,95,1,0.125,0.010526315789473684,0.010526315789473684,0.010526315789473684,95,1,0.2,0.010526315789473684,0.010526315789473684,0.010526315789473684
B60J,324,1,0.0030864197530864196,0.0,0.0,0.0030864197530864196,324,1,0.005847953216374269,0.0,0.005,0.0030864197530864196,324,1,0.0033444816053511705,0.0,0.0,0.0030864197530864196,324,1,0.006896551724137931,0.0,0.005,0.0030864197530864196,324,1,0.02040816326530612,0.01,0.005,0.0030864197530864196,324,1,0.0031545741324921135,0.0,0.0,0.0030864197530864196
B27B,158,1,0.006329113924050633,0.01,0.006329113924050633,0.006329113924050633,158,1,0.029411764705882353,0.01,0.006329113924050633,0.006329113924050633,158,1,0.02631578947368421,0.01,0.006329113924050633,0.006329113924050633,158,1,0.03125,0.01,0.006329113924050633,0.006329113924050633,158,1,0.045454545454545456,0.01,0.006329113924050633,0.006329113924050633,158,1,0.024390243902439025,0.01,0.006329113924050633,0.006329113924050633
B28C,51,1,0.0196078431372549,0.0196078431372549,0.0196078431372549,0.0196078431372549,51,1,0.02702702702702703,0.0196078431372549,0.0196078431372549,0.0196078431372549,51,1,0.0625,0.0196078431372549,0.0196078431372549,0.0196078431372549,51,1,0.03571428571428571,0.0196078431372549,0.0196078431372549,0.0196078431372549,51,1,0.023809523809523808,0.0196078431372549,0.0196078431372549,0.0196078431372549,51,1,0.0196078431372549,0.0196078431372549,0.0196078431372549,0.0196078431372549
B26B,254,1,0.003937007874015748,0.01,0.005,0.003937007874015748,254,1,0.01282051282051282,0.01,0.005,0.003937007874015748,254,1,0.034482758620689655,0.01,0.005,0.003937007874015748,254,1,0.1,0.01,0.005,0.003937007874015748,254,1,0.006666666666666667,0.0,0.005,0.003937007874015748,254,1,0.003952569169960474,0.0,0.005,0.003937007874015748
A21D,105,1,0.009523809523809525,0.01,0.009523809523809525,0.009523809523809525,105,1,0.029411764705882353,0.01,0.009523809523809525,0.009523809523809525,105,1,0.018867924528301886,0.01,0.009523809523809525,0.009523809523809525,105,1,0.015625,0.01,0.009523809523809525,0.009523809523809525,105,1,0.00980392156862745,0.0,0.009523809523809525,0.009523809523809525,105,1,0.009615384615384616,0.01,0.009523809523809525,0.009523809523809525
H03B,177,1,0.005649717514124294,0.01,0.005649717514124294,0.005649717514124294,177,1,0.01694915254237288,0.01,0.005649717514124294,0.005649717514124294,177,1,0.00684931506849315,0.0,0.005649717514124294,0.005649717514124294,177,1,0.006060606060606061,0.0,0.005649717514124294,0.005649717514124294,177,1,0.015873015873015872,0.01,0.005649717514124294,0.005649717514124294,177,1,0.005714285714285714,0.0,0.005649717514124294,0.005649717514124294
H03G,102,1,0.00980392156862745,0.01,0.00980392156862745,0.00980392156862745,102,1,0.021739130434782608,0.01,0.00980392156862745,0.00980392156862745,102,1,0.00980392156862745,0.0,0.00980392156862745,0.00980392156862745,102,1,0.010869565217391304,0.01,0.00980392156862745,0.00980392156862745,102,1,0.02631578947368421,0.01,0.00980392156862745,0.00980392156862745,102,1,0.00980392156862745,0.01,0.00980392156862745,0.00980392156862745
H03D,113,1,0.008849557522123894,0.01,0.008849557522123894,0.008849557522123894,113,1,0.14285714285714285,0.01,0.008849557522123894,0.008849557522123894,113,1,0.017241379310344827,0.01,0.008849557522123894,0.008849557522123894,113,1,0.029411764705882353,0.01,0.008849557522123894,0.008849557522123894,113,1,0.07142857142857142,0.01,0.008849557522123894,0.008849557522123894,113,1,0.5,0.01,0.008849557522123894,0.008849557522123894
A23D,64,1,0.015625,0.015625,0.015625,0.015625,64,1,0.0196078431372549,0.015625,0.015625,0.015625,64,1,0.029411764705882353,0.015625,0.015625,0.015625,64,1,0.03125,0.015625,0.015625,0.015625,64,1,0.015625,0.015625,0.015625,0.015625,64,1,0.03125,0.015625,0.015625,0.015625
A23G,153,1,0.006535947712418301,0.01,0.006535947712418301,0.006535947712418301,153,1,0.022222222222222223,0.01,0.006535947712418301,0.006535947712418301,153,1,0.08333333333333333,0.01,0.006535947712418301,0.006535947712418301,153,1,0.0625,0.01,0.006535947712418301,0.006535947712418301,153,1,0.011904761904761904,0.01,0.006535947712418301,0.006535947712418301,153,1,0.006535947712418301,0.0,0.006535947712418301,0.006535947712418301
H02H,482,1,0.002074688796680498,0.01,0.005,0.002074688796680498,482,1,0.0032679738562091504,0.0,0.0,0.002074688796680498,482,1,0.0037593984962406013,0.0,0.0,0.002074688796680498,482,1,0.006060606060606061,0.0,0.005,0.002074688796680498,482,1,0.0028735632183908046,0.0,0.0,0.002074688796680498,482,1,0.0625,0.01,0.005,0.002074688796680498
H01T,66,1,0.015151515151515152,0.015151515151515152,0.015151515151515152,0.015151515151515152,66,1,0.02857142857142857,0.015151515151515152,0.015151515151515152,0.015151515151515152,66,1,0.05,0.015151515151515152,0.015151515151515152,0.015151515151515152,66,1,0.1111111111111111,0.015151515151515152,0.015151515151515152,0.015151515151515152,66,1,0.047619047619047616,0.015151515151515152,0.015151515151515152,0.015151515151515152,66,1,0.015384615384615385,0.015151515151515152,0.015151515151515152,0.015151515151515152
H04L,473,1,0.0021141649048625794,0.0,0.0,0.0021141649048625794,473,1,0.002347417840375587,0.0,0.0,0.0021141649048625794,473,1,0.0023584905660377358,0.0,0.0,0.0021141649048625794,473,1,0.0021929824561403508,0.0,0.0,0.0021141649048625794,473,1,0.008771929824561403,0.0,0.005,0.0021141649048625794,473,1,0.002173913043478261,0.0,0.0,0.0021141649048625794
B62K,127,1,0.007874015748031496,0.01,0.007874015748031496,0.007874015748031496,127,1,0.009708737864077669,0.0,0.007874015748031496,0.007874015748031496,127,1,0.012345679012345678,0.01,0.007874015748031496,0.007874015748031496,127,1,0.008,0.0,0.007874015748031496,0.007874015748031496,127,1,0.1,0.01,0.007874015748031496,0.007874015748031496,127,1,0.007936507936507936,0.01,0.007874015748031496,0.007874015748031496
B41L,66,1,0.015151515151515152,0.015151515151515152,0.015151515151515152,0.015151515151515152,66,1,0.017241379310344827,0.015151515151515152,0.015151515151515152,0.015151515151515152,66,1,0.023255813953488372,0.015151515151515152,0.015151515151515152,0.015151515151515152,66,1,0.022222222222222223,0.015151515151515152,0.015151515151515152,0.015151515151515152,66,1,0.027777777777777776,0.015151515151515152,0.015151515151515152,0.015151515151515152,66,1,0.1111111111111111,0.015151515151515152,0.015151515151515152,0.015151515151515152
B43K,86,1,0.011627906976744186,0.011627906976744186,0.011627906976744186,0.011627906976744186,86,1,0.16666666666666666,0.011627906976744186,0.011627906976744186,0.011627906976744186,86,1,0.2,0.011627906976744186,0.011627906976744186,0.011627906976744186,86,1,0.16666666666666666,0.011627906976744186,0.011627906976744186,0.011627906976744186,86,1,0.05,0.011627906976744186,0.011627906976744186,0.011627906976744186,86,1,0.05,0.011627906976744186,0.011627906976744186,0.011627906976744186
B42D,183,1,0.00546448087431694,0.01,0.00546448087431694,0.00546448087431694,183,1,0.012048192771084338,0.01,0.00546448087431694,0.00546448087431694,183,1,0.015873015873015872,0.01,0.00546448087431694,0.00546448087431694,183,1,0.018867924528301886,0.01,0.00546448087431694,0.00546448087431694,183,1,0.015384615384615385,0.01,0.00546448087431694,0.00546448087431694,183,1,0.005494505494505495,0.0,0.00546448087431694,0.00546448087431694
B26F,88,1,0.011363636363636364,0.011363636363636364,0.011363636363636364,0.011363636363636364,88,1,0.02,0.011363636363636364,0.011363636363636364,0.011363636363636364,88,1,0.02702702702702703,0.011363636363636364,0.011363636363636364,0.011363636363636364,88,1,0.02040816326530612,0.011363636363636364,0.011363636363636364,0.011363636363636364,88,1,0.022727272727272728,0.011363636363636364,0.011363636363636364,0.011363636363636364,88,1,0.011363636363636364,0.011363636363636364,0.011363636363636364,0.011363636363636364
B60N,133,1,0.007518796992481203,0.0,0.007518796992481203,0.007518796992481203,133,1,0.1111111111111111,0.01,0.007518796992481203,0.007518796992481203,133,1,0.023255813953488372,0.01,0.007518796992481203,0.007518796992481203,133,1,0.025,0.01,0.007518796992481203,0.007518796992481203,133,1,0.018867924528301886,0.01,0.007518796992481203,0.007518796992481203,133,1,0.125,0.01,0.007518796992481203,0.007518796992481203
B66C,237,1,0.004219409282700422,0.01,0.005,0.004219409282700422,237,1,0.004545454545454545,0.0,0.0,0.004219409282700422,237,1,0.01,0.01,0.005,0.004219409282700422,237,1,0.008264462809917356,0.0,0.005,0.004219409282700422,237,1,0.005434782608695652,0.0,0.005,0.004219409282700422,237,1,0.012195121951219513,0.01,0.005,0.004219409282700422
B66B,166,1,0.006024096385542169,0.0,0.006024096385542169,0.006024096385542169,166,1,0.023255813953488372,0.01,0.006024096385542169,0.006024096385542169,166,1,0.008,0.0,0.006024096385542169,0.006024096385542169,166,1,0.008064516129032258,0.0,0.006024096385542169,0.006024096385542169,166,1,0.006535947712418301,0.0,0.006024096385542169,0.006024096385542169,166,1,0.006097560975609756,0.0,0.006024096385542169,0.006024096385542169
B64G,91,1,0.01098901098901099,0.01098901098901099,0.01098901098901099,0.01098901098901099,91,1,0.017857142857142856,0.01098901098901099,0.01098901098901099,0.01098901098901099,91,1,0.0136986301369863,0.01098901098901099,0.01098901098901099,0.01098901098901099,91,1,0.023255813953488372,0.01098901098901099,0.01098901098901099,0.01098901098901099,91,1,0.015384615384615385,0.01098901098901099,0.01098901098901099,0.01098901098901099,91,1,0.037037037037037035,0.01098901098901099,0.01098901098901099,0.01098901098901099
B64D,181,1,0.0055248618784530384,0.0,0.0055248618784530384,0.0055248618784530384,181,1,0.005847953216374269,0.0,0.0055248618784530384,0.0055248618784530384,181,1,0.005952380952380952,0.0,0.0055248618784530384,0.0055248618784530384,181,1,0.005649717514124294,0.0,0.0055248618784530384,0.0055248618784530384,181,1,0.00558659217877095,0.0,0.0055248618784530384,0.0055248618784530384,181,1,0.020833333333333332,0.01,0.0055248618784530384,0.0055248618784530384
E01D,66,1,0.015151515151515152,0.015151515151515152,0.015151515151515152,0.015151515151515152,66,1,0.043478260869565216,0.015151515151515152,0.015151515151515152,0.015151515151515152,66,1,0.05263157894736842,0.015151515151515152,0.015151515151515152,0.015151515151515152,66,1,0.09090909090909091,0.015151515151515152,0.015151515151515152,0.015151515151515152,66,1,0.029411764705882353,0.015151515151515152,0.015151515151515152,0.015151515151515152,66,1,0.5,0.015151515151515152,0.015151515151515152,0.015151515151515152
G08C,166,1,0.006024096385542169,0.0,0.006024096385542169,0.006024096385542169,166,1,0.01020408163265306,0.01,0.006024096385542169,0.006024096385542169,166,1,0.008,0.0,0.006024096385542169,0.006024096385542169,166,1,0.009523809523809525,0.0,0.006024096385542169,0.006024096385542169,166,1,0.029411764705882353,0.01,0.006024096385542169,0.006024096385542169,166,1,0.006024096385542169,0.0,0.006024096385542169,0.006024096385542169
G06G,113,1,0.008849557522123894,0.01,0.008849557522123894,0.008849557522123894,113,1,0.009615384615384616,0.0,0.008849557522123894,0.008849557522123894,113,1,0.01020408163265306,0.01,0.008849557522123894,0.008849557522123894,113,1,0.010869565217391304,0.01,0.008849557522123894,0.008849557522123894,113,1,0.2,0.01,0.008849557522123894,0.008849557522123894,113,1,0.034482758620689655,0.01,0.008849557522123894,0.008849557522123894
G05G,221,1,0.004524886877828055,0.0,0.005,0.004524886877828055,221,1,0.004878048780487805,0.0,0.0,0.004524886877828055,221,1,0.004761904761904762,0.0,0.0,0.004524886877828055,221,1,0.005376344086021506,0.0,0.005,0.004524886877828055,221,1,0.037037037037037035,0.01,0.005,0.004524886877828055,221,1,0.0045662100456621,0.01,0.005,0.004524886877828055
G07D,59,1,0.01694915254237288,0.01694915254237288,0.01694915254237288,0.01694915254237288,59,1,0.06666666666666667,0.01694915254237288,0.01694915254237288,0.01694915254237288,59,1,0.02564102564102564,0.01694915254237288,0.01694915254237288,0.01694915254237288,59,1,0.03333333333333333,0.01694915254237288,0.01694915254237288,0.01694915254237288,59,1,0.2,0.01694915254237288,0.01694915254237288,0.01694915254237288,59,1,0.5,0.01694915254237288,0.01694915254237288,0.01694915254237288
G07F,109,1,0.009174311926605505,0.01,0.009174311926605505,0.009174311926605505,109,1,0.014285714285714285,0.01,0.009174311926605505,0.009174311926605505,109,1,0.014925373134328358,0.01,0.009174311926605505,0.009174311926605505,109,1,0.0196078431372549,0.01,0.009174311926605505,0.009174311926605505,109,1,0.05555555555555555,0.01,0.009174311926605505,0.009174311926605505,109,1,0.009345794392523364,0.01,0.009174311926605505,0.009174311926605505
B01L,57,1,0.017543859649122806,0.017543859649122806,0.017543859649122806,0.017543859649122806,57,1,0.018518518518518517,0.017543859649122806,0.017543859649122806,0.017543859649122806,57,1,0.025,0.017543859649122806,0.017543859649122806,0.017543859649122806,57,1,0.025,0.017543859649122806,0.017543859649122806,0.017543859649122806,57,1,0.25,0.017543859649122806,0.017543859649122806,0.017543859649122806,57,1,0.0625,0.017543859649122806,0.017543859649122806,0.017543859649122806
A47F,411,1,0.0024330900243309003,0.01,0.005,0.0024330900243309003,411,1,0.0033783783783783786,0.0,0.0,0.0024330900243309003,411,1,0.005291005291005291,0.0,0.005,0.0024330900243309003,411,1,0.002976190476190476,0.0,0.0,0.0024330900243309003,411,1,0.004694835680751174,0.0,0.0,0.0024330900243309003,411,1,0.0024390243902439024,0.0,0.0,0.0024330900243309003
F02F,88,1,0.011363636363636364,0.011363636363636364,0.011363636363636364,0.011363636363636364,88,1,0.058823529411764705,0.011363636363636364,0.011363636363636364,0.011363636363636364,88,1,0.02564102564102564,0.011363636363636364,0.011363636363636364,0.011363636363636364,88,1,0.125,0.011363636363636364,0.011363636363636364,0.011363636363636364,88,1,0.03571428571428571,0.011363636363636364,0.011363636363636364,0.011363636363636364,88,1,0.011363636363636364,0.011363636363636364,0.011363636363636364,0.011363636363636364
A47J,330,1,0.0030303030303030303,0.0,0.0,0.0030303030303030303,330,1,0.009174311926605505,0.0,0.005,0.0030303030303030303,330,1,0.1,0.01,0.005,0.0030303030303030303,330,1,0.009009009009009009,0.0,0.005,0.0030303030303030303,330,1,0.02631578947368421,0.01,0.005,0.0030303030303030303,330,1,0.010638297872340425,0.01,0.005,0.0030303030303030303
F02P,198,1,0.005050505050505051,0.0,0.005050505050505051,0.005050505050505051,198,1,0.03571428571428571,0.01,0.005050505050505051,0.005050505050505051,198,1,0.023809523809523808,0.01,0.005050505050505051,0.005050505050505051,198,1,0.047619047619047616,0.01,0.005050505050505051,0.005050505050505051,198,1,1.0,0.01,0.005050505050505051,0.005050505050505051,198,1,0.005208333333333333,0.0,0.005050505050505051,0.005050505050505051
F03B,50,1,0.02,0.02,0.02,0.02,50,1,0.034482758620689655,0.02,0.02,0.02,50,1,0.05,0.02,0.02,0.02,50,1,0.1,0.02,0.02,0.02,50,1,0.02040816326530612,0.02,0.02,0.02,50,1,0.02,0.02,0.02,0.02
