ipc_subclass,bi_count,bi_psb_count,bi_average_precision,bi_precision@100,bi_precision@200,bi_precision@500,rf_count,rf_psb_count,rf_average_precision,rf_precision@100,rf_precision@200,rf_precision@500,xgb_count,xgb_psb_count,xgb_average_precision,xgb_precision@100,xgb_precision@200,xgb_precision@500,beauty_count,beauty_psb_count,beauty_average_precision,beauty_precision@100,beauty_precision@200,beauty_precision@500,bi_precision@55,bi_precision@186,bi_precision@202,bi_precision@99,bi_precision@64,bi_precision@153,bi_precision@110,bi_precision@460,bi_precision@57,bi_precision@86,bi_precision@103,bi_precision@206,bi_precision@63,bi_precision@204,bi_precision@139,bi_precision@330,bi_precision@322,bi_precision@183,bi_precision@261,bi_precision@214,bi_precision@361,bi_precision@182,bi_precision@50,bi_precision@398,bi_precision@397,bi_precision@405,bi_precision@56,bi_precision@113,bi_precision@89,bi_precision@140,bi_precision@452,bi_precision@219,bi_precision@98,bi_precision@120,bi_precision@491,bi_precision@159,bi_precision@161,bi_precision@403,bi_precision@482,bi_precision@174,bi_precision@278,bi_precision@88,bi_precision@158,bi_precision@51,bi_precision@114,bi_precision@175,bi_precision@129,bi_precision@344,bi_precision@338,bi_precision@62,bi_precision@327,bi_precision@329,bi_precision@127,bi_precision@69,bi_precision@228,bi_precision@451,bi_precision@376,bi_precision@181,bi_precision@91,bi_precision@237,bi_precision@126,bi_precision@77,bi_precision@78,bi_precision@454,bi_precision@166,bi_precision@291,bi_precision@383,bi_precision@247,bi_precision@75,bi_precision@230,bi_precision@457,bi_precision@124,bi_precision@471,bi_precision@351,bi_precision@95,bi_precision@130,bi_precision@465,bi_precision@218,bi_precision@167,bi_precision@281,bi_precision@79,bi_precision@133,bi_precision@104,bi_precision@87,bi_precision@197,bi_precision@66,bi_precision@233,bi_precision@101,bi_precision@122,bi_precision@368,bi_precision@472,bi_precision@94,bi_precision@225,bi_precision@106,bi_precision@102,bi_precision@374,bi_precision@257,bi_precision@402,bi_precision@459,bi_precision@171,bi_precision@380,bi_precision@58,bi_precision@370,bi_precision@52,bi_precision@72,bi_precision@142,bi_precision@270,bi_precision@128,bi_precision@152,bi_precision@149,bi_precision@60,bi_precision@377,bi_precision@81,bi_precision@267,bi_precision@185,bi_precision@431,bi_precision@409,bi_precision@408,bi_precision@244,bi_precision@196,bi_precision@80,bi_precision@131,bi_precision@54,bi_precision@163,bi_precision@424,bi_precision@59,bi_precision@168,bi_precision@495,bi_precision@115,bi_precision@193,bi_precision@234,bi_precision@435,bi_precision@177,bi_precision@388,bi_precision@498
C10J,75,1.0,0.013333333333333334,,,,75,1.0,0,0,0,0,75,1.0,0,0,0,0,75,1.0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.013333333333333334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C09B,247,1.0,0.004048582995951417,0.0,0.005,,247,1.0,0,0,0,0,247,1.0,0,0,0,0,247,1.0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.004048582995951417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C09J,98,1.0,0.01020408163265306,,,,98,1.0,0,0,0,0,98,1.0,0,0,0,0,98,1.0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01020408163265306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F16B,613,1.0,0.0016313213703099511,0.0,0.0,0.002,613,1.0,0,0,0,0,613,1.0,0,0,0,0,613,1.0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F15B,402,1.0,0.0024875621890547263,0.0,0.0,,402,1.0,0,0,0,0,402,1.0,0,0,0,0,402,1.0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0024875621890547263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C21C,130,1.0,0.007692307692307693,0.0,,,130,1.0,0,0,0,0,130,1.0,0,0,0,0,130,1.0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.007692307692307693,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C23C,465,1.0,0.002150537634408602,0.01,0.005,,465,1.0,0,0,0,0,465,1.0,0,0,0,0,465,1.0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.002150537634408602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C25B,218,1.0,0.0045871559633027525,0.0,0.005,,218,1.0,0,0,0,0,218,1.0,0,0,0,0,218,1.0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0045871559633027525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C30B,98,1.0,0.01020408163265306,,,,98,1.0,0,0,0,0,98,1.0,0,0,0,0,98,1.0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01020408163265306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E06C,88,1.0,0.011363636363636364,,,,88,1.0,0,0,0,0,88,1.0,0,0,0,0,88,1.0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.011363636363636364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E21C,94,1.0,0.010638297872340425,,,,94,1.0,0,0,0,0,94,1.0,0,0,0,0,94,1.0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.010638297872340425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F01B,225,1.0,0.0044444444444444444,0.01,0.005,,225,1.0,0,0,0,0,225,1.0,0,0,0,0,225,1.0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0044444444444444444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F01D,278,1.0,0.0035971223021582736,0.0,0.0,,278,1.0,0,0,0,0,278,1.0,0,0,0,0,278,1.0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0035971223021582736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F01M,106,1.0,0.009433962264150943,0.01,,,106,1.0,0,0,0,0,106,1.0,0,0,0,0,106,1.0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.009433962264150943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F01P,102,1.0,0.00980392156862745,0.01,,,102,1.0,0,0,0,0,102,1.0,0,0,0,0,102,1.0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00980392156862745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F02D,374,1.0,0.00267379679144385,0.0,0.0,,374,1.0,0,0,0,0,374,1.0,0,0,0,0,374,1.0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00267379679144385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C10M,383,1.0,0.0026109660574412533,0.0,0.005,,383,1.0,0,0,0,0,383,1.0,0,0,0,0,383,1.0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0026109660574412533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C12N,471,1.0,0.0021231422505307855,0.0,0.0,,471,1.0,0,0,0,0,471,1.0,0,0,0,0,471,1.0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0021231422505307855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C12Q,327,1.0,0.0030581039755351682,0.01,0.005,,327,1.0,0,0,0,0,327,1.0,0,0,0,0,327,1.0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0030581039755351682,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C01F,77,1.0,0.012987012987012988,,,,77,1.0,0,0,0,0,77,1.0,0,0,0,0,77,1.0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.012987012987012988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F16F,459,1.0,0.002178649237472767,0.0,0.005,,459,1.0,0,0,0,0,459,1.0,0,0,0,0,459,1.0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.002178649237472767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E04H,368,1.0,0.002717391304347826,0.0,0.005,,368,1.0,0,0,0,0,368,1.0,0,0,0,0,368,1.0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.002717391304347826,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E04D,122,1.0,0.00819672131147541,0.0,,,122,1.0,0,0,0,0,122,1.0,0,0,0,0,122,1.0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00819672131147541,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E04B,560,1.0,0.0017857142857142857,0.0,0.0,0.002,560,1.0,0,0,0,0,560,1.0,0,0,0,0,560,1.0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E03D,101,1.0,0.009900990099009901,0.01,,,101,1.0,0,0,0,0,101,1.0,0,0,0,0,101,1.0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.009900990099009901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E02D,233,1.0,0.004291845493562232,0.01,0.005,,233,1.0,0,0,0,0,233,1.0,0,0,0,0,233,1.0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.004291845493562232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D06M,127,1.0,0.007874015748031496,0.01,,,127,1.0,0,0,0,0,127,1.0,0,0,0,0,127,1.0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.007874015748031496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D06F,133,1.0,0.007518796992481203,0.01,,,133,1.0,0,0,0,0,133,1.0,0,0,0,0,133,1.0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.007518796992481203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E05B,472,1.0,0.00211864406779661,0.01,0.005,,472,1.0,0,0,0,0,472,1.0,0,0,0,0,472,1.0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00211864406779661,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D21H,87,1.0,0.011494252873563218,,,,87,1.0,0,0,0,0,87,1.0,0,0,0,0,87,1.0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.011494252873563218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D21F,104,1.0,0.009615384615384616,0.01,,,104,1.0,0,0,0,0,104,1.0,0,0,0,0,104,1.0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.009615384615384616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E01C,197,1.0,0.005076142131979695,0.01,,,197,1.0,0,0,0,0,197,1.0,0,0,0,0,197,1.0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.005076142131979695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E01D,66,1.0,0.015151515151515152,,,,66,1.0,0,0,0,0,66,1.0,0,0,0,0,66,1.0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.015151515151515152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A01J,55,1.0,0.01818181818181818,,,,55,1.0,0,0,0,0,55,1.0,0,0,0,0,55,1.0,0,0,0,0,0.01818181818181818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C21B,95,1.0,0.010526315789473684,,,,95,1.0,0,0,0,0,95,1.0,0,0,0,0,95,1.0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.010526315789473684,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D02G,167,1.0,0.005988023952095809,0.0,,,167,1.0,0,0,0,0,167,1.0,0,0,0,0,167,1.0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.005988023952095809,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D06B,79,1.0,0.012658227848101266,,,,79,1.0,0,0,0,0,79,1.0,0,0,0,0,79,1.0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.012658227848101266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A22C,202,1.0,0.0049504950495049506,0.01,0.005,,202,1.0,0,0,0,0,202,1.0,0,0,0,0,202,1.0,0,0,0,0,,,0.0049504950495049506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A01M,186,1.0,0.005376344086021506,0.0,,,186,1.0,0,0,0,0,186,1.0,0,0,0,0,186,1.0,0,0,0,0,,0.005376344086021506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A23B,99,1.0,0.010101010101010102,,,,99,1.0,0,0,0,0,99,1.0,0,0,0,0,99,1.0,0,0,0,0,,,,0.010101010101010102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A23D,64,1.0,0.015625,,,,64,1.0,0,0,0,0,64,1.0,0,0,0,0,64,1.0,0,0,0,0,,,,,0.015625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A23K,110,1.0,0.00909090909090909,0.01,,,110,1.0,0,0,0,0,110,1.0,0,0,0,0,110,1.0,0,0,0,0,,,,,,,0.00909090909090909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A23G,153,1.0,0.006535947712418301,0.01,,,153,1.0,0,0,0,0,153,1.0,0,0,0,0,153,1.0,0,0,0,0,,,,,,0.006535947712418301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H01S,857,1.0,0.0011668611435239206,0.0,0.0,0.0,857,1.0,0,0,0,0,857,1.0,0,0,0,0,857,1.0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H01T,66,1.0,0.015151515151515152,,,,66,1.0,0,0,0,0,66,1.0,0,0,0,0,66,1.0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.015151515151515152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H02G,234,1.0,0.004273504273504274,0.0,0.005,,234,1.0,0,0,0,0,234,1.0,0,0,0,0,234,1.0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.004273504273504274,,,,
H02J,261,1.0,0.0038314176245210726,0.01,0.005,,261,1.0,0,0,0,0,261,1.0,0,0,0,0,261,1.0,0,0,0,0,,,,,,,,,,,,,,,,,,,0.0038314176245210726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H02K,780,1.0,0.001282051282051282,0.0,0.0,0.0,780,1.0,0,0,0,0,780,1.0,0,0,0,0,780,1.0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H02M,435,1.0,0.0022988505747126436,0.0,0.0,,435,1.0,0,0,0,0,435,1.0,0,0,0,0,435,1.0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0022988505747126436,,,
H03B,177,1.0,0.005649717514124294,0.01,,,177,1.0,0,0,0,0,177,1.0,0,0,0,0,177,1.0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.005649717514124294,,
H03D,113,1.0,0.008849557522123894,0.01,,,113,1.0,0,0,0,0,113,1.0,0,0,0,0,113,1.0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.008849557522123894,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H03F,388,1.0,0.002577319587628866,0.0,0.005,,388,1.0,0,0,0,0,388,1.0,0,0,0,0,388,1.0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.002577319587628866,
H05K,755,1.0,0.0013245033112582781,0.0,0.0,0.002,755,1.0,0,0,0,0,755,1.0,0,0,0,0,755,1.0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H03H,155,0.0,0.0,0.0,0.0,0.0,155,0.0,0,0,0,0,155,0.0,0,0,0,0,155,0.0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H03G,102,0.0,0.0,0.0,0.0,0.0,102,0.0,0,0,0,0,102,0.0,0,0,0,0,102,0.0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H02P,415,0.0,0.0,0.0,0.0,0.0,415,0.0,0,0,0,0,415,0.0,0,0,0,0,415,0.0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H02H,482,0.0,0.0,0.0,0.0,0.0,482,0.0,0,0,0,0,482,0.0,0,0,0,0,482,0.0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H02B,129,0.0,0.0,0.0,0.0,0.0,129,0.0,0,0,0,0,129,0.0,0,0,0,0,129,0.0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A23C,109,0.0,0.0,0.0,0.0,0.0,109,0.0,0,0,0,0,109,0.0,0,0,0,0,109,0.0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A21D,105,0.0,0.0,0.0,0.0,0.0,105,0.0,0,0,0,0,105,0.0,0,0,0,0,105,0.0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
