ipc_subclass,bi_count,bi_psb_count,bi_average_precision,bi_precision@100,bi_precision@200,bi_precision@500,q35_count,q35_psb_count,q35_average_precision,q35_precision@100,q35_precision@200,q35_precision@500,rf_count,rf_psb_count,rf_average_precision,rf_precision@100,rf_precision@200,rf_precision@500,xgb_count,xgb_psb_count,xgb_average_precision,xgb_precision@100,xgb_precision@200,xgb_precision@500,lr_count,lr_psb_count,lr_average_precision,lr_precision@100,lr_precision@200,lr_precision@500,beauty_early_count,beauty_early_psb_count,beauty_early_average_precision,beauty_early_precision@100,beauty_early_precision@200,beauty_early_precision@500
F02M,615,7,0.011382113821138212,0.03,0.02,0.012,615,7,0.03966293584447707,0.01,0.015,0.012,615,7,0.03782313812911462,0.01,0.005,0.01,615,7,0.009788484800319625,0.0,0.005,0.012,615,7,0.16696130416212035,0.02,0.015,0.01,615,7,0.014185584434095995,0.01,0.02,0.012
B01F,515,7,0.013592233009708738,0.02,0.01,0.01,515,7,0.0278115515024524,0.01,0.015,0.014,515,7,0.013637996919191812,0.01,0.01,0.014,515,7,0.03361984381243154,0.02,0.01,0.014,515,7,0.013489824285897052,0.0,0.01,0.014,515,7,0.015915898471112338,0.01,0.02,0.014
B05B,612,7,0.011437908496732025,0.0,0.01,0.012,612,7,0.02502064594159537,0.02,0.02,0.014,612,7,0.05404469434367272,0.03,0.015,0.012,612,7,0.08258805691576666,0.01,0.005,0.014,612,7,0.0283532076312388,0.03,0.025,0.014,612,7,0.02081532120237257,0.02,0.015,0.014
B22D,460,7,0.015217391304347827,0.01,0.01,0.015217391304347827,460,7,0.03729787079395543,0.05,0.03,0.015217391304347827,460,7,0.020817333854602965,0.02,0.025,0.015217391304347827,460,7,0.02177563032877522,0.01,0.015,0.015217391304347827,460,7,0.10143654610406536,0.04,0.025,0.015217391304347827,460,7,0.020037640368101853,0.02,0.015,0.015217391304347827
B08B,452,7,0.015486725663716814,0.0,0.01,0.015486725663716814,452,7,0.13492365213256788,0.02,0.02,0.015486725663716814,452,7,0.01572311511836893,0.01,0.015,0.015486725663716814,452,7,0.021003683521913803,0.02,0.02,0.015486725663716814,452,7,0.025848650797263336,0.02,0.02,0.015486725663716814,452,7,0.016658296428190965,0.02,0.015,0.015486725663716814
G01F,557,7,0.012567324955116697,0.02,0.015,0.012,557,7,0.013098674242549839,0.01,0.01,0.01,557,7,0.021500040427367504,0.01,0.005,0.004,557,7,0.010029130260214871,0.01,0.005,0.008,557,7,0.033415232941867025,0.03,0.02,0.014,557,7,0.016040176115979243,0.02,0.015,0.01
C11D,457,7,0.015317286652078774,0.0,0.01,0.015317286652078774,457,7,0.021843288779106265,0.02,0.02,0.015317286652078774,457,7,0.04183664424066811,0.03,0.015,0.015317286652078774,457,7,0.01732955490135286,0.02,0.015,0.015317286652078774,457,7,0.017666886375035523,0.01,0.015,0.015317286652078774,457,7,0.015459656084656085,0.01,0.01,0.015317286652078774
A22C,202,7,0.034653465346534656,0.02,0.035,0.034653465346534656,202,7,0.029767114635524266,0.02,0.035,0.034653465346534656,202,7,0.030878752013704068,0.03,0.035,0.034653465346534656,202,7,0.03543573957184077,0.03,0.035,0.034653465346534656,202,7,0.027141088160899177,0.01,0.035,0.034653465346534656,202,7,0.03211980043034853,0.04,0.03,0.034653465346534656
H04J,526,7,0.013307984790874524,0.03,0.02,0.014,526,7,0.055201091381482575,0.02,0.015,0.014,526,7,0.06763257953763702,0.03,0.025,0.012,526,7,0.07594434162626507,0.02,0.03,0.014,526,7,0.058623625017881834,0.03,0.015,0.014,526,7,0.0360996853657971,0.04,0.03,0.014
C10G,487,7,0.014373716632443531,0.02,0.015,0.014373716632443531,487,7,0.02191032618736467,0.03,0.02,0.014373716632443531,487,7,0.028589035937944852,0.03,0.02,0.014373716632443531,487,7,0.04477564395850678,0.02,0.03,0.014373716632443531,487,7,0.02674334776077171,0.01,0.01,0.014373716632443531,487,7,0.027880811374683363,0.03,0.02,0.014373716632443531
B63B,451,7,0.015521064301552107,0.01,0.015,0.015521064301552107,451,7,0.026928445996776518,0.02,0.03,0.015521064301552107,451,7,0.052102558424431546,0.02,0.02,0.015521064301552107,451,7,0.02103120081782281,0.03,0.02,0.015521064301552107,451,7,0.03213353197729255,0.03,0.03,0.015521064301552107,451,7,0.01633799435792617,0.03,0.015,0.015521064301552107
B41F,344,7,0.020348837209302327,0.02,0.02,0.020348837209302327,344,7,0.15737532596185377,0.03,0.02,0.020348837209302327,344,7,0.04604888821556381,0.03,0.025,0.020348837209302327,344,7,0.04781832463476678,0.04,0.025,0.020348837209302327,344,7,0.14607828847460183,0.05,0.03,0.020348837209302327,344,7,0.047417175156736824,0.04,0.03,0.020348837209302327
B62D,837,7,0.008363201911589008,0.02,0.015,0.01,837,7,0.008588323497306555,0.01,0.005,0.006,837,7,0.016304564132355266,0.01,0.015,0.008,837,7,0.024255437498096492,0.02,0.025,0.01,837,7,0.016054960116300795,0.02,0.01,0.006,837,7,0.010175475339207443,0.01,0.015,0.008
F25B,472,7,0.1555690072639225,0.01,0.01,0.014830508474576272,472,7,0.27166503130607383,0.04,0.025,0.014830508474576272,472,7,0.1114519670063922,0.03,0.02,0.014830508474576272,472,7,0.05594200707812766,0.04,0.02,0.014830508474576272,472,7,0.056001425857251395,0.03,0.02,0.014830508474576272,472,7,0.02023912874352757,0.03,0.015,0.014830508474576272
B24B,403,6,0.01488833746898263,0.03,0.015,0.01488833746898263,403,6,0.08077571119506603,0.02,0.03,0.01488833746898263,403,6,0.09673466960250339,0.02,0.01,0.01488833746898263,403,6,0.0759416639959843,0.03,0.015,0.01488833746898263,403,6,0.025055815508369828,0.01,0.015,0.01488833746898263,403,6,0.19983498694478702,0.03,0.025,0.01488833746898263
G01S,408,6,0.014705882352941176,0.02,0.015,0.014705882352941176,408,6,0.016859973654926416,0.01,0.015,0.014705882352941176,408,6,0.17882265608377942,0.01,0.01,0.014705882352941176,408,6,0.06577763007039207,0.01,0.005,0.014705882352941176,408,6,0.04307526818055208,0.04,0.025,0.014705882352941176,408,6,0.014532212205979684,0.02,0.015,0.014705882352941176
A61N,361,6,0.01662049861495845,0.01,0.02,0.01662049861495845,361,6,0.0375220897370952,0.04,0.025,0.01662049861495845,361,6,0.022117241969842803,0.02,0.02,0.01662049861495845,361,6,0.07107198527027168,0.02,0.015,0.01662049861495845,361,6,0.032056974359264995,0.01,0.025,0.01662049861495845,361,6,0.052726238027745564,0.02,0.015,0.01662049861495845
G05B,424,6,0.014150943396226415,0.02,0.01,0.014150943396226415,424,6,0.024002174116404068,0.03,0.02,0.014150943396226415,424,6,0.02343838583892698,0.01,0.02,0.014150943396226415,424,6,0.02251537700721004,0.02,0.015,0.014150943396226415,424,6,0.01999716764777623,0.01,0.015,0.014150943396226415,424,6,0.09433275058275058,0.03,0.015,0.014150943396226415
A63F,398,6,0.01507537688442211,0.02,0.015,0.01507537688442211,398,6,0.027337997331779915,0.04,0.025,0.01507537688442211,398,6,0.023078239599578592,0.02,0.015,0.01507537688442211,398,6,0.01501655739183163,0.01,0.015,0.01507537688442211,398,6,0.06122698177486115,0.04,0.025,0.01507537688442211,398,6,0.023829056343118216,0.02,0.02,0.01507537688442211
F42B,377,6,0.015915119363395226,0.0,0.01,0.015915119363395226,377,6,0.013641921620857568,0.01,0.01,0.015915119363395226,377,6,0.025282059500148876,0.02,0.02,0.015915119363395226,377,6,0.020531648910973782,0.02,0.015,0.015915119363395226,377,6,0.016824996564249586,0.0,0.015,0.015915119363395226,377,6,0.01847066141405764,0.02,0.015,0.015915119363395226
G01L,431,6,0.013921113689095127,0.02,0.01,0.013921113689095127,431,6,0.19298237460600065,0.02,0.015,0.013921113689095127,431,6,0.030409633865005455,0.03,0.015,0.013921113689095127,431,6,0.05466474167096089,0.03,0.015,0.013921113689095127,431,6,0.10812631237594812,0.04,0.025,0.013921113689095127,431,6,0.02155838595028668,0.02,0.015,0.013921113689095127
G09G,551,6,0.010889292196007259,0.0,0.005,0.01,551,6,0.02051063959830232,0.03,0.02,0.012,551,6,0.008779161341173463,0.0,0.005,0.012,551,6,0.010576942001935786,0.01,0.005,0.012,551,6,0.012662155675044515,0.0,0.01,0.012,551,6,0.011235955056179775,0.0,0.0,0.01
F15B,402,6,0.014925373134328358,0.0,0.01,0.014925373134328358,402,6,0.029582212995293115,0.03,0.02,0.014925373134328358,402,6,0.012463370735132703,0.0,0.005,0.014925373134328358,402,6,0.03596622804578234,0.01,0.01,0.014925373134328358,402,6,0.0687816478847846,0.03,0.02,0.014925373134328358,402,6,0.07465827266579146,0.03,0.02,0.014925373134328358
C12Q,327,6,0.01834862385321101,0.02,0.02,0.01834862385321101,327,6,0.020595785053994876,0.01,0.01,0.01834862385321101,327,6,0.020302987044669027,0.01,0.015,0.01834862385321101,327,6,0.0245340889693264,0.02,0.02,0.01834862385321101,327,6,0.0199883003930482,0.01,0.015,0.01834862385321101,327,6,0.020717234262125905,0.01,0.015,0.01834862385321101
F02B,559,6,0.01073345259391771,0.01,0.005,0.01,559,6,0.010703591207025923,0.0,0.005,0.01,559,6,0.011016908362251884,0.0,0.01,0.01,559,6,0.010210026383870694,0.0,0.005,0.01,559,6,0.013278196783284069,0.0,0.01,0.012,559,6,0.009821903242955876,0.0,0.005,0.01
E04H,368,6,0.016304347826086956,0.02,0.015,0.016304347826086956,368,6,0.016785701451241877,0.01,0.02,0.016304347826086956,368,6,0.01946341543540258,0.02,0.015,0.016304347826086956,368,6,0.027383774595329095,0.02,0.02,0.016304347826086956,368,6,0.014310839161336015,0.01,0.01,0.016304347826086956,368,6,0.02296045269650348,0.02,0.02,0.016304347826086956
F21V,370,6,0.016216216216216217,0.01,0.02,0.016216216216216217,370,6,0.01801058694556974,0.0,0.02,0.016216216216216217,370,6,0.027883495161581125,0.02,0.02,0.016216216216216217,370,6,0.04180768905318466,0.02,0.01,0.016216216216216217,370,6,0.01330152740646827,0.0,0.01,0.016216216216216217,370,6,0.018919276452017547,0.02,0.02,0.016216216216216217
C04B,705,6,0.00851063829787234,0.02,0.015,0.01,705,6,0.027578913379310323,0.01,0.015,0.008,705,6,0.00977004947098837,0.0,0.0,0.012,705,6,0.014776147590288627,0.01,0.015,0.012,705,6,0.02347550840352012,0.01,0.02,0.012,705,6,0.026072540115921652,0.03,0.025,0.01
C07F,454,6,0.013215859030837005,0.0,0.005,0.013215859030837005,454,6,0.01763956341139613,0.01,0.01,0.013215859030837005,454,6,0.01699468851765966,0.0,0.02,0.013215859030837005,454,6,0.030754637272487187,0.04,0.02,0.013215859030837005,454,6,0.02304523408409926,0.01,0.01,0.013215859030837005,454,6,0.01751485676230621,0.02,0.01,0.013215859030837005
E06B,377,6,0.015915119363395226,0.02,0.015,0.015915119363395226,377,6,0.03488072766036027,0.02,0.015,0.015915119363395226,377,6,0.016729088935197877,0.01,0.015,0.015915119363395226,377,6,0.018221490606213253,0.01,0.01,0.015915119363395226,377,6,0.03852389515977867,0.02,0.02,0.015915119363395226,377,6,0.015168765144932221,0.01,0.015,0.015915119363395226
C10M,383,6,0.015665796344647518,0.0,0.01,0.015665796344647518,383,6,0.012339832206809256,0.0,0.01,0.015665796344647518,383,6,0.017267938909544988,0.01,0.02,0.015665796344647518,383,6,0.014094465888337557,0.01,0.015,0.015665796344647518,383,6,0.12744416719216958,0.03,0.02,0.015665796344647518,383,6,0.02462945521830748,0.02,0.025,0.015665796344647518
F16F,459,6,0.013071895424836602,0.0,0.02,0.013071895424836602,459,6,0.015753468684559617,0.01,0.005,0.013071895424836602,459,6,0.015447611119540558,0.01,0.015,0.013071895424836602,459,6,0.013017209450819257,0.0,0.01,0.013071895424836602,459,6,0.01615190904964344,0.02,0.015,0.013071895424836602,459,6,0.014793020581980036,0.0,0.02,0.013071895424836602
B60G,329,6,0.0182370820668693,0.02,0.015,0.0182370820668693,329,6,0.0677682363721729,0.03,0.025,0.0182370820668693,329,6,0.04387005158334423,0.02,0.015,0.0182370820668693,329,6,0.019285877924262812,0.02,0.015,0.0182370820668693,329,6,0.03300496831021587,0.04,0.025,0.0182370820668693,329,6,0.01643162393162393,0.0,0.01,0.0182370820668693
B23P,610,5,0.00819672131147541,0.02,0.015,0.01,610,5,0.00899533186007791,0.0,0.005,0.01,610,5,0.008035740492422337,0.0,0.0,0.01,610,5,0.00787497433700482,0.0,0.005,0.01,610,5,0.009578129296793697,0.0,0.01,0.008,610,5,0.013197189831847186,0.0,0.01,0.01
B21D,637,5,0.007849293563579277,0.0,0.0,0.006,637,5,0.008557465717117714,0.0,0.01,0.008,637,5,0.010691787477374128,0.01,0.005,0.008,637,5,0.00957505284753165,0.0,0.005,0.008,637,5,0.008036511848748842,0.0,0.005,0.008,637,5,0.019986845228149083,0.03,0.02,0.01
G05F,251,5,0.0199203187250996,0.01,0.01,0.0199203187250996,251,5,0.03210362827541727,0.02,0.02,0.0199203187250996,251,5,0.060518630010155436,0.03,0.02,0.0199203187250996,251,5,0.03456725492901204,0.01,0.015,0.0199203187250996,251,5,0.03130827987243351,0.02,0.02,0.0199203187250996,251,5,0.018861788617886177,0.02,0.01,0.0199203187250996
H02M,435,5,0.011494252873563218,0.01,0.005,0.011494252873563218,435,5,0.013624461634034623,0.01,0.01,0.011494252873563218,435,5,0.021806368197090746,0.02,0.02,0.011494252873563218,435,5,0.011466588446092605,0.0,0.01,0.011494252873563218,435,5,0.026565344952441727,0.03,0.02,0.011494252873563218,435,5,0.01054456160624007,0.0,0.005,0.011494252873563218
G05D,282,5,0.21418439716312057,0.02,0.01,0.01773049645390071,282,5,0.2628098063172568,0.03,0.025,0.01773049645390071,282,5,0.12527543743385328,0.03,0.02,0.01773049645390071,282,5,0.2203561045265117,0.01,0.025,0.01773049645390071,282,5,0.0773038060615349,0.02,0.02,0.01773049645390071,282,5,0.04175071060111592,0.04,0.02,0.01773049645390071
F16M,327,5,0.01529051987767584,0.03,0.025,0.01529051987767584,327,5,0.014765618896451685,0.0,0.01,0.01529051987767584,327,5,0.01437648391090775,0.0,0.02,0.01529051987767584,327,5,0.01883335859573923,0.01,0.02,0.01529051987767584,327,5,0.012551621750372902,0.0,0.01,0.01529051987767584,327,5,0.015723270440251572,0.0,0.005,0.01529051987767584
E05B,472,5,0.01059322033898305,0.02,0.02,0.01059322033898305,472,5,0.009089603091503617,0.01,0.005,0.01059322033898305,472,5,0.013912326541533925,0.01,0.01,0.01059322033898305,472,5,0.012004498770872661,0.0,0.015,0.01059322033898305,472,5,0.01369105284030184,0.0,0.01,0.01059322033898305,472,5,0.014787915957914306,0.02,0.01,0.01059322033898305
H04Q,498,5,0.010040160642570281,0.01,0.015,0.010040160642570281,498,5,0.032834549680607256,0.03,0.02,0.010040160642570281,498,5,0.012472649184493497,0.01,0.01,0.010040160642570281,498,5,0.025790926933757636,0.02,0.01,0.010040160642570281,498,5,0.01866039705048993,0.01,0.02,0.010040160642570281,498,5,0.011398062409677247,0.01,0.01,0.010040160642570281
E05C,290,5,0.017241379310344827,0.0,0.02,0.017241379310344827,290,5,0.037390419460844246,0.02,0.025,0.017241379310344827,290,5,0.020907239191940583,0.01,0.025,0.017241379310344827,290,5,0.01723425697220056,0.0,0.02,0.017241379310344827,290,5,0.04670594293649738,0.03,0.025,0.017241379310344827,290,5,0.02827849896703771,0.02,0.02,0.017241379310344827
H04L,473,5,0.010570824524312896,0.01,0.005,0.010570824524312896,473,5,0.027589474042321562,0.01,0.02,0.010570824524312896,473,5,0.02815488096952628,0.02,0.01,0.010570824524312896,473,5,0.01740048598975444,0.01,0.015,0.010570824524312896,473,5,0.026462884177756482,0.02,0.02,0.010570824524312896,473,5,0.04269195189639223,0.02,0.01,0.010570824524312896
E01C,197,5,0.025380710659898477,0.03,0.025380710659898477,0.025380710659898477,197,5,0.02567764092233498,0.01,0.025380710659898477,0.025380710659898477,197,5,0.03019857585813445,0.01,0.025380710659898477,0.025380710659898477,197,5,0.02505646967927506,0.01,0.025380710659898477,0.025380710659898477,197,5,0.04314437413553726,0.03,0.025380710659898477,0.025380710659898477,197,5,0.05406418977847549,0.04,0.025380710659898477,0.025380710659898477
C25B,218,5,0.022935779816513763,0.0,0.02,0.022935779816513763,218,5,0.026576278898260322,0.02,0.025,0.022935779816513763,218,5,0.03371478579506461,0.02,0.025,0.022935779816513763,218,5,0.023978999149347584,0.01,0.025,0.022935779816513763,218,5,0.02880384056367067,0.03,0.025,0.022935779816513763,218,5,0.04417431192660551,0.03,0.02,0.022935779816513763
B60P,318,5,0.015723270440251572,0.02,0.015,0.015723270440251572,318,5,0.056165112522379095,0.04,0.025,0.015723270440251572,318,5,0.04043540347924365,0.02,0.01,0.015723270440251572,318,5,0.02598751337058156,0.01,0.02,0.015723270440251572,318,5,0.042009005487266354,0.03,0.025,0.015723270440251572,318,5,0.017944862155388472,0.02,0.015,0.015723270440251572
A01D,399,5,0.012531328320802004,0.02,0.015,0.012531328320802004,399,5,0.010605811961926366,0.01,0.005,0.012531328320802004,399,5,0.012786661027724543,0.01,0.005,0.012531328320802004,399,5,0.013182207243353127,0.0,0.01,0.012531328320802004,399,5,0.015609000175064747,0.01,0.02,0.012531328320802004,399,5,0.012594458438287154,0.0,0.005,0.012531328320802004
G02F,689,5,0.00725689404934688,0.0,0.0,0.008,689,5,0.014473922711738144,0.01,0.005,0.01,689,5,0.027186838188333177,0.02,0.015,0.01,689,5,0.010943505150710561,0.01,0.005,0.01,689,5,0.007362672369401242,0.0,0.005,0.006,689,5,0.008804525970751386,0.0,0.0,0.008
F25D,270,5,0.018518518518518517,0.04,0.02,0.018518518518518517,270,5,0.02524680676412771,0.03,0.02,0.018518518518518517,270,5,0.05161146723646723,0.04,0.025,0.018518518518518517,270,5,0.09319510464544656,0.02,0.025,0.018518518518518517,270,5,0.019465917539106335,0.01,0.015,0.018518518518518517,270,5,0.030952723900610858,0.03,0.02,0.018518518518518517
B62B,228,5,0.021929824561403508,0.04,0.025,0.021929824561403508,228,5,0.031523291294704735,0.03,0.02,0.021929824561403508,228,5,0.022353020501716843,0.01,0.025,0.021929824561403508,228,5,0.024526114720183123,0.01,0.025,0.021929824561403508,228,5,0.020542225626365075,0.02,0.02,0.021929824561403508,228,5,0.021010975882923916,0.01,0.025,0.021929824561403508
B63H,376,5,0.013297872340425532,0.03,0.015,0.013297872340425532,376,5,0.015521260812141007,0.01,0.01,0.013297872340425532,376,5,0.030281960275516384,0.03,0.02,0.013297872340425532,376,5,0.022689490851953244,0.02,0.02,0.013297872340425532,376,5,0.014943875313406877,0.0,0.015,0.013297872340425532,376,5,0.04597392992511787,0.02,0.015,0.013297872340425532
F04D,257,5,0.019455252918287938,0.02,0.015,0.019455252918287938,257,5,0.05108764032901964,0.04,0.025,0.019455252918287938,257,5,0.07928919960636377,0.04,0.025,0.019455252918287938,257,5,0.0472820392524826,0.05,0.025,0.019455252918287938,257,5,0.06409374918980582,0.04,0.02,0.019455252918287938,257,5,0.018505378805218586,0.01,0.01,0.019455252918287938
F22B,149,5,0.03355704697986577,0.04,0.03355704697986577,0.03355704697986577,149,5,0.030134989304545858,0.03,0.03355704697986577,0.03355704697986577,149,5,0.032656278148081426,0.02,0.03355704697986577,0.03355704697986577,149,5,0.02718639381628086,0.03,0.03355704697986577,0.03355704697986577,149,5,0.12732391202094873,0.04,0.03355704697986577,0.03355704697986577,149,5,0.05548631085543837,0.04,0.03355704697986577,0.03355704697986577
B41M,338,5,0.014792899408284023,0.01,0.005,0.014792899408284023,338,5,0.022259949788039676,0.02,0.02,0.014792899408284023,338,5,0.04115474453441587,0.03,0.025,0.014792899408284023,338,5,0.024633511080530947,0.02,0.025,0.014792899408284023,338,5,0.02543690476190476,0.02,0.025,0.014792899408284023,338,5,0.016876015959804935,0.02,0.01,0.014792899408284023
B21B,219,5,0.0228310502283105,0.01,0.02,0.0228310502283105,219,5,0.031793510555556515,0.03,0.025,0.0228310502283105,219,5,0.026528523406827986,0.01,0.02,0.0228310502283105,219,5,0.025829544006939036,0.02,0.025,0.0228310502283105,219,5,0.03139925295460537,0.01,0.02,0.0228310502283105,219,5,0.02336448598130841,0.01,0.02,0.0228310502283105
G10L,222,5,0.02252252252252252,0.01,0.025,0.02252252252252252,222,5,0.026751774651209075,0.02,0.02,0.02252252252252252,222,5,0.047477554698588095,0.02,0.02,0.02252252252252252,222,5,0.056514012303485996,0.01,0.02,0.02252252252252252,222,5,0.037408505872682234,0.03,0.02,0.02252252252252252,222,5,0.026531872202500386,0.02,0.02,0.02252252252252252
A61C,462,5,0.010822510822510822,0.01,0.01,0.010822510822510822,462,5,0.039762793998455295,0.03,0.02,0.010822510822510822,462,5,0.038951588176318705,0.02,0.01,0.010822510822510822,462,5,0.011466031963451022,0.01,0.005,0.010822510822510822,462,5,0.03084355258268302,0.03,0.02,0.010822510822510822,462,5,0.011442291545606557,0.0,0.015,0.010822510822510822
A23L,460,5,0.010869565217391304,0.0,0.0,0.010869565217391304,460,5,0.02549983038747944,0.01,0.005,0.010869565217391304,460,5,0.010000776854852986,0.0,0.01,0.010869565217391304,460,5,0.010269859337010155,0.01,0.005,0.010869565217391304,460,5,0.06968377908886195,0.02,0.015,0.010869565217391304,460,5,0.0587912087912088,0.01,0.005,0.010869565217391304
H01P,303,5,0.0165016501650165,0.02,0.015,0.0165016501650165,303,5,0.12316633508645158,0.02,0.025,0.0165016501650165,303,5,0.25461216331969166,0.02,0.025,0.0165016501650165,303,5,0.06869443837801746,0.03,0.025,0.0165016501650165,303,5,0.027706740162945213,0.01,0.015,0.0165016501650165,303,5,0.016235704827254123,0.01,0.015,0.0165016501650165
H02H,482,5,0.01037344398340249,0.03,0.02,0.01037344398340249,482,5,0.020110485700492915,0.01,0.02,0.01037344398340249,482,5,0.012545263161375577,0.01,0.01,0.01037344398340249,482,5,0.01784086405223486,0.01,0.015,0.01037344398340249,482,5,0.0226320994031066,0.02,0.01,0.01037344398340249,482,5,0.02427474131911382,0.02,0.015,0.01037344398340249
A44B,206,5,0.024271844660194174,0.04,0.025,0.024271844660194174,206,5,0.03300589896514532,0.03,0.025,0.024271844660194174,206,5,0.03190288586208692,0.02,0.025,0.024271844660194174,206,5,0.023953449491027564,0.03,0.025,0.024271844660194174,206,5,0.02602396219501237,0.03,0.025,0.024271844660194174,206,5,0.03658963585434173,0.03,0.025,0.024271844660194174
H02J,261,4,0.01532567049808429,0.0,0.005,0.01532567049808429,261,4,0.06270731477856581,0.03,0.015,0.01532567049808429,261,4,0.11166143341307815,0.02,0.01,0.01532567049808429,261,4,0.038961473156699594,0.02,0.01,0.01532567049808429,261,4,0.049229390681003585,0.03,0.02,0.01532567049808429,261,4,0.02371884714480906,0.02,0.02,0.01532567049808429
H03F,388,4,0.010309278350515464,0.02,0.015,0.010309278350515464,388,4,0.012411821954151542,0.01,0.005,0.010309278350515464,388,4,0.012527959507788218,0.01,0.01,0.010309278350515464,388,4,0.011733599061629445,0.01,0.01,0.010309278350515464,388,4,0.011292026092986003,0.0,0.005,0.010309278350515464,388,4,0.009500189732747872,0.0,0.005,0.010309278350515464
C01G,157,4,0.025477707006369428,0.01,0.025477707006369428,0.025477707006369428,157,4,0.05447931697931698,0.04,0.025477707006369428,0.025477707006369428,157,4,0.07684150987722416,0.03,0.025477707006369428,0.025477707006369428,157,4,0.03849842224409271,0.03,0.025477707006369428,0.025477707006369428,157,4,0.05269959925132339,0.03,0.025477707006369428,0.025477707006369428,157,4,0.028078431957517264,0.02,0.025477707006369428,0.025477707006369428
H03M,347,4,0.011527377521613832,0.02,0.015,0.011527377521613832,347,4,0.06162280701754386,0.03,0.015,0.011527377521613832,347,4,0.03346441817528266,0.03,0.015,0.011527377521613832,347,4,0.013299393719660806,0.01,0.01,0.011527377521613832,347,4,0.02567710641898699,0.02,0.015,0.011527377521613832,347,4,0.02311793813341801,0.01,0.01,0.011527377521613832
E04G,203,4,0.019704433497536946,0.01,0.015,0.019704433497536946,203,4,0.04117157487255527,0.02,0.02,0.019704433497536946,203,4,0.051448800999140835,0.02,0.02,0.019704433497536946,203,4,0.03641777559635693,0.01,0.02,0.019704433497536946,203,4,0.017811982435369727,0.01,0.02,0.019704433497536946,203,4,0.029082985979537707,0.02,0.02,0.019704433497536946
C22B,192,4,0.020833333333333332,0.02,0.020833333333333332,0.020833333333333332,192,4,0.01898083860529447,0.01,0.020833333333333332,0.020833333333333332,192,4,0.036253743393979396,0.04,0.020833333333333332,0.020833333333333332,192,4,0.025283560436425146,0.02,0.020833333333333332,0.020833333333333332,192,4,0.02811530127359856,0.02,0.020833333333333332,0.020833333333333332,192,4,0.078125,0.02,0.020833333333333332,0.020833333333333332
F02C,246,4,0.016260162601626018,0.0,0.005,0.016260162601626018,246,4,0.025320555853920516,0.02,0.02,0.016260162601626018,246,4,0.015877803824232397,0.01,0.01,0.016260162601626018,246,4,0.014274494832068652,0.01,0.015,0.016260162601626018,246,4,0.024615620077051457,0.02,0.02,0.016260162601626018,246,4,0.024523523923763828,0.02,0.01,0.016260162601626018
C21C,130,4,0.03076923076923077,0.03,0.03076923076923077,0.03076923076923077,130,4,0.0847845323615567,0.02,0.03076923076923077,0.03076923076923077,130,4,0.04019489105434505,0.04,0.03076923076923077,0.03076923076923077,130,4,0.03989691766401164,0.02,0.03076923076923077,0.03076923076923077,130,4,0.14874604047226367,0.02,0.03076923076923077,0.03076923076923077,130,4,0.03307692307692308,0.03,0.03076923076923077,0.03076923076923077
E02D,233,4,0.017167381974248927,0.02,0.015,0.017167381974248927,233,4,0.020058236970001676,0.01,0.015,0.017167381974248927,233,4,0.030659147342938762,0.02,0.015,0.017167381974248927,233,4,0.025400467324533996,0.02,0.015,0.017167381974248927,233,4,0.04038197232215637,0.03,0.02,0.017167381974248927,233,4,0.06293103448275862,0.01,0.015,0.017167381974248927
C25D,330,4,0.012121212121212121,0.02,0.01,0.012121212121212121,330,4,0.03838338888047266,0.01,0.015,0.012121212121212121,330,4,0.03173627967176809,0.02,0.015,0.012121212121212121,330,4,0.1387339510944364,0.01,0.015,0.012121212121212121,330,4,0.029711020429438944,0.02,0.015,0.012121212121212121,330,4,0.013048607833883908,0.01,0.005,0.012121212121212121
C07K,291,4,0.013745704467353952,0.02,0.02,0.013745704467353952,291,4,0.012251613623963778,0.0,0.01,0.013745704467353952,291,4,0.010341993796622088,0.0,0.005,0.013745704467353952,291,4,0.012070487841705103,0.01,0.005,0.013745704467353952,291,4,0.014563369207332056,0.01,0.015,0.013745704467353952,291,4,0.02972053710631519,0.01,0.01,0.013745704467353952
F24C,142,4,0.028169014084507043,0.02,0.028169014084507043,0.028169014084507043,142,4,0.027630769844462895,0.03,0.028169014084507043,0.028169014084507043,142,4,0.031810109289617486,0.03,0.028169014084507043,0.028169014084507043,142,4,0.02494062325618535,0.02,0.028169014084507043,0.028169014084507043,142,4,0.03169400121037256,0.03,0.028169014084507043,0.028169014084507043,142,4,0.05080055877928218,0.03,0.028169014084507043,0.028169014084507043
F04C,183,4,0.02185792349726776,0.01,0.02185792349726776,0.02185792349726776,183,4,0.0518523328729113,0.03,0.02185792349726776,0.02185792349726776,183,4,0.015863859655415508,0.0,0.02185792349726776,0.02185792349726776,183,4,0.016201379456307546,0.01,0.02185792349726776,0.02185792349726776,183,4,0.04481737139300164,0.03,0.02185792349726776,0.02185792349726776,183,4,0.049166666666666664,0.04,0.02185792349726776,0.02185792349726776
F16J,380,4,0.010526315789473684,0.01,0.01,0.010526315789473684,380,4,0.04259392261685339,0.03,0.015,0.010526315789473684,380,4,0.010495950446368212,0.01,0.005,0.010526315789473684,380,4,0.014448787207286228,0.01,0.01,0.010526315789473684,380,4,0.026462429302450848,0.02,0.01,0.010526315789473684,380,4,0.010272374496512427,0.01,0.005,0.010526315789473684
